epoch,Bleu4,bleus4_999999_na (3),bleus4_999999_na (4),bleus4_999999_na (5),bleus4_999999_na (6)
0.0,0.2289733857013412,0.2291888529741627,0.23624747784961425,0.2328375160642969,0.2303257357789483
20.0,0.2326898219927612,0.227850839321102,0.23725562201272835,0.2347141302786609,0.2340217750625293
40.0,0.23443647647443336,0.2353141310952105,0.2410709056701917,0.2373335333960876,0.2381603214768574
60.0,0.2400065506747165,0.23521668273433194,0.24291089871085306,0.2423085402919277,0.2390064863721634
80.0,0.2385532876975863,0.2365682439318369,0.2466159156215531,0.24223207556460455,0.2450879921158653
100.0,0.24481321905265985,0.24163150289968166,0.24869542271700826,0.2480941187074385,0.24634307424020666
120.0,0.2503381632976771,0.2460709435831463,0.2535900713984661,0.24979705355669996,0.24897878304203844
140.0,0.2513703254070649,0.248291972293636,0.2553816622670093,0.25308133786533865,0.25497199505090706
160.0,0.2538070852211881,0.2540524583665971,0.26030497088774274,0.2558228162618917,0.2563889488644459
180.0,0.2589817001603153,0.2559320269847866,0.26481783512236706,0.25790702289052936,0.2631670986989922
200.0,0.2641807059496929,0.25938157326465444,0.2697154001571943,0.2630754129795473,0.263249434003005
220.0,0.2670482585761649,0.2625112242282163,0.2712112048239282,0.2657873367456401,0.2689749954269886
240.0,0.273575494533191,0.2661816575378647,0.2721190720159749,0.2710412053228896,0.2736660949912628
260.0,0.2762200011380895,0.2703772949105073,0.2778100926703086,0.2717354183507691,0.27733739347092456
280.0,0.2774805858817476,0.2735138997662328,0.2827137978075177,0.2755836262467649,0.2815335476351553
300.0,0.2825671005157503,0.2778581686922985,0.2822122329871701,0.279705980520007,0.2823637097611808
320.0,0.2848439952471196,0.28146219302296915,0.2877393020353401,0.2819767612911521,0.2861518205984158
340.0,0.2897112428398287,0.28395875604047244,0.29065147360632143,0.2858656780946414,0.28971445563023296
360.0,0.2923919047896544,0.28659253983736593,0.2919350731475996,0.2893492251640053,0.29195598871004536
380.0,0.2988107849014399,0.2905552026492747,0.2942433879706242,0.294606757924033,0.29792421544844394
400.0,0.3016188126274763,0.2955539036014677,0.29733867097368816,0.2964911431326763,0.2987886546422017
420.0,0.30385478431158564,0.29641136916455424,0.3001988612390117,0.3009413180981829,0.3017824213232965
440.0,0.3070187589670766,0.2988789684358007,0.3020307121025967,0.3044569683814193,0.3047871272917516
460.0,0.30853426395251354,0.3033782031416686,0.3064320475820956,0.30955610221747554,0.3084017868513549
480.0,0.3121207278080239,0.3055002391224263,0.30903190515817475,0.31246048475192234,0.3121162084468362
500.0,0.3169148606428213,0.3094391728190077,0.3116601496953237,0.3144404037171096,0.31506591403474016
520.0,0.3196926839874026,0.3134267651351049,0.31395965397674885,0.31703484841088586,0.3179763228557601
540.0,0.32293111885609305,0.3150212809550681,0.31862389919628104,0.3190155673080746,0.31994076699784996
560.0,0.3250081094127783,0.3193758418432936,0.31881008148023793,0.32136690302903703,0.3233539611284049
580.0,0.32766579195787865,0.32150059529855096,0.3219770627681985,0.32534146137850745,0.32553747317434445
600.0,0.3309353156589345,0.3259225433019015,0.32529567707037405,0.3295507191726409,0.3307592814857816
620.0,0.33419134810722645,0.32809184562230365,0.3287157002196572,0.3310568896329754,0.3310025503293726
640.0,0.33685622185774794,0.3319302672293281,0.3298748858838393,0.3359849044233757,0.3357966251072625
660.0,0.3399305025642875,0.3397560625678245,0.3344030131953872,0.3388184092133705,0.3387501053028492
680.0,0.34471456518100513,0.3426662463684394,0.3371165098208308,0.3416420075057918,0.3432046596975699
700.0,0.34753236009542704,0.3451758363337093,0.3365465673843045,0.34587371391264793,0.3439282250471495
720.0,0.34980552999699144,0.34893773542853634,0.3423162105733865,0.34922841515570396,0.3484991957959777
740.0,0.3541916530085646,0.3509319469183465,0.3454145327973589,0.3478949328879953,0.3498678436359998
760.0,0.35683228432159003,0.35688448196302364,0.3489273286257024,0.3541246290465874,0.3526246064350737
780.0,0.36062577606878266,0.3582055385214413,0.3519510254078246,0.3581954842561449,0.3548090942092451
800.0,0.3620092344025581,0.3592710697598533,0.3553849305774461,0.3605021973326689,0.3597192907536369
820.0,0.36314887624761866,0.3649060034785814,0.3590345892377517,0.3677598466528084,0.3641116761603662
840.0,0.3663181290156465,0.3684863887403104,0.3599251062383854,0.3701289449001042,0.3643047562034235
860.0,0.3715814777610885,0.3716826257047769,0.36112708566632296,0.3742113250311592,0.3687550549588489
880.0,0.3716508145180265,0.3740783752336992,0.3639168844768919,0.3763590183491316,0.371317729922469
900.0,0.3739617240527774,0.37803933106301774,0.3647571554279202,0.37935231279316456,0.370611420353438
920.0,0.3754713041457872,0.3837974271069945,0.3691901019281593,0.38199257594188096,0.369385658353938
940.0,0.3743554507317745,0.3833549897438144,0.3690697879583518,0.3876147636395756,0.3710159785601879
960.0,0.3764279693958996,0.38669094147858457,0.3711890393291623,0.3872561722889536,0.3702952158863542
980.0,0.3740908228045029,0.3886056807520468,0.3728052617879345,0.3882690631802169,0.3672424140910879
1000.0,0.3719307849113187,0.388611195188045,0.3739420879689965,0.3931689210622866,0.3667753162096769
1020.0,0.3698407972949425,0.3930197778675441,0.3775989846297743,0.3977169910339958,0.3628851867916051
1040.0,0.3655560090138874,0.3921411518959956,0.3766871643565703,0.397223729013857,0.3607973371481055
1060.0,0.3608619768193761,0.3951355692874061,0.3802637555058344,0.3981807870086699,0.3551458435690673
1080.0,0.3554131348486476,0.3917993612401469,0.3774219486597405,0.40157288035307775,0.35057885384489884
1100.0,0.3480889920817409,0.3908981681390649,0.3797270083517129,0.404581084992432,0.34664012204239075
1120.0,0.3410150213487473,0.3806870672261629,0.3777503370305012,0.4073896353376489,0.3407129442509329
1140.0,0.33109778031718073,0.3744139108713818,0.37993591017701056,0.4049297292999581,0.3337292826624553
1160.0,0.3209580724030638,0.36045959527974897,0.38014430057450704,0.4040195755398883,0.3276010136849023
1180.0,0.31137015631126297,0.3482339660289707,0.37932557861422295,0.4052625942249877,0.32000334916459544
1200.0,0.30138700919342715,0.3379089051233697,0.3804408070326287,0.4071345300976083,0.3144576540110637
1220.0,0.2927250192327211,0.32784619208349125,0.3787647495347757,0.4054996304484183,0.3088447326473209
1240.0,0.2857832959884326,0.3202545658474461,0.37607322412149896,0.4051644991829149,0.3045035687784453
1260.0,0.2777456317352696,0.3141730324198958,0.374960171301876,0.404231888783685,0.2977154168927281
1280.0,0.2723321508071779,0.3113987046455497,0.3749825573336223,0.4043201912965265,0.2920288103221528
1300.0,0.26889050652330143,0.3070235133589998,0.3718986856860204,0.4053459584165493,0.2888715699537127
1320.0,0.2601775878222944,0.30299533844844634,0.3685139889254272,0.4070292419189076,0.28681873720464035
1340.0,0.2565841122954192,0.3010166263495341,0.363362467359991,0.4073633883215964,0.2832183750109173
1360.0,0.2535588344774845,0.2975330204745685,0.35738007922074555,0.40708777077811537,0.2801836437884085
1380.0,0.2478647524561615,0.2939783521715001,0.3509202211306805,0.4096550456053785,0.2790643116840377
1400.0,0.24833769204406697,0.29434561321093744,0.3460316590957956,0.4139462737906707,0.2769794117097561
1420.0,0.24767850031474084,0.29160981210398684,0.3402076366071147,0.4071055560568551,0.2760107089453301
1440.0,0.25127664946886696,0.2899082606451721,0.3348296881893332,0.3975496500708437,0.2764197587230977
1460.0,0.2515484942071667,0.28868303588454514,0.3242634313113064,0.3830860865333888,0.2753961158752145
1480.0,0.2508173555551863,0.288422051307352,0.32071746236280024,0.3682967874362492,0.27378134269951626
1500.0,0.25142077842986826,0.28799453807489395,0.31615489985201395,0.3523727101597413,0.2734578203358717
1520.0,0.2541814796585032,0.28390988359086144,0.3119118329933054,0.3364418818831494,0.27407695408147903
1540.0,0.25866277842585794,0.2823205695067082,0.3104558749770175,0.3276028462972736,0.27350484605162634
1560.0,0.2587232595648617,0.2827061808744093,0.3054836355137777,0.3168359266524294,0.27139140406057594
1580.0,0.26061154654839624,0.2800464781743924,0.3032654084658517,0.3096468197888206,0.2748583944869299
1600.0,0.2623363461753848,0.2795751609136213,0.3022535469976429,0.3068952891373891,0.274250892212526
1620.0,0.2639935344547497,0.2773320408353256,0.3007369168195621,0.2991703197800903,0.27148415715304874
1640.0,0.2651621179932307,0.27449600578563,0.2977643727421591,0.29847829895082745,0.2720295858752233
1660.0,0.2658713193836251,0.2738364699869458,0.2982246758529564,0.2986940336129943,0.2747479571802107
1680.0,0.2668370742684298,0.2725283694878641,0.29519226353582395,0.2980392379407954,0.2762528122689961
1700.0,0.2653839652035809,0.27069212502264856,0.29479262755571817,0.2987904672659117,0.2762808983386057
1720.0,0.2658992547956906,0.2666144642322277,0.2939690779673973,0.2982932933320255,0.2763067028048855
1740.0,0.266533009909589,0.2673617912020877,0.29332638370912395,0.30010672162845903,0.2755714659266277
1760.0,0.26780910135245023,0.26395908525648976,0.29346727836674485,0.2996673969661461,0.2746336604822027
