1      ,3.3408735 
11     ,2.446928  
21     ,2.317298  
31     ,2.2656624 
41     ,2.2432983 
51     ,2.218313  
61     ,2.2193232 
71     ,2.1972244 
81     ,2.1873107 
91     ,2.1757643 
101    ,2.1703377 
111    ,2.1627455 
121    ,2.161964  
131    ,2.1565728 
141    ,2.1535034 
151    ,2.1646173 
171    ,2.356209  
191    ,2.4477167 
211    ,2.507019  
231    ,2.5650465 
251    ,2.6488948 
271    ,2.7050207 
291    ,2.7391417 
311    ,2.763867  
331    ,2.7814991 
351    ,2.8093293 
371    ,2.8419454 
391    ,2.8794441 
411    ,2.8782103 
431    ,2.9222956 
451    ,2.912207  
471    ,2.931709  
491    ,2.9954052 
511    ,3.057221  
531    ,3.058399  
551    ,3.017054  
571    ,3.0359755 
591    ,3.0458057 
611    ,3.0571928 
631    ,3.1191058 
651    ,3.1558502 
671    ,3.1270049 
691    ,3.1575248 
711    ,3.1485584 
731    ,3.1546113 
751    ,3.2664635 
771    ,3.2775052 
791    ,3.2585323 
811    ,3.3221607 
831    ,3.4066162 
851    ,3.4090984 
871    ,3.322415  
891    ,3.283398  
911    ,3.2840474 
931    ,3.3020504 
951    ,3.34631   
971    ,3.3697863 
991    ,3.3627136 
1011   ,3.3577156 
1031   ,3.3427422 
1051   ,3.3364959 
1071   ,3.3727345 
1091   ,3.4585435 
1111   ,3.4087317 
1131   ,3.353744  
1150   ,3.3699121 